"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"81","Site-077","Over","Next",-118.702986737676,36.3119735130849,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116308.695150772, -188654.909144132)
"82","Site-078","Over","Next",-118.717294826119,36.3001056628572,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115043.549092304, -189991.066005268)
"83","Site-081","Over","Next",-118.691002238548,36.3084735945552,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117388.697883611, -189029.03306525)
"84","Site-082","Over","Next",-118.715437537234,36.3082623396839,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115197.835196995, -189082.479339695)
"85","Site-086","Over","Next",-118.707467652352,36.3115419020025,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115907.551278575, -188708.355418577)
"86","Site-089","Over","Next",-118.700586482916,36.3114659906543,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116524.69569734, -188708.355418577)
"87","Site-090","Over","Next",-118.719006814828,36.3006053452074,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114889.262987613, -189937.619730822)
"88","Site-093","Over","Next",-118.694827746552,36.3061111642905,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117049.268453291, -189296.264437477)
"89","Site-094","Over","Next",-118.719549976082,36.3092692318578,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114827.548545736, -188975.586790804)
"90","Site-098","Over","Next",-118.713903248032,36.2971825772143,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115352.121301687, -190311.74365194)
"91","Site-101","Over","Next",-118.703691156035,36.3110192928697,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116246.980708896, -188761.801693023)
"92","Site-102","Over","Next",-118.716991137072,36.2976973482455,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115074.406313242, -190258.297377495)
"93","Site-105","Over","Next",-118.693369483173,36.3109049428923,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117172.697337044, -188761.801693023)
"94","Site-106","Over","Next",-118.706042614665,36.314412197265,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116030.980162328, -188387.677771904)
"95","Site-113","Over","Next",-118.697678247169,36.3003708023755,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116802.410685785, -189937.619730822)
"96","Site-117","Over","Next",-118.694729294776,36.3118820561765,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117049.268453291, -188654.909144132)
"97","Site-122","Over","Next",-118.710523654926,36.3139804701197,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115629.836290131, -188441.12404635)
"98","Site-125","Over","Next",-118.698669376927,36.3027867883985,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116709.83902297, -189670.388358595)
"99","Site-129","Over","Next",-118.692378415606,36.3084889213618,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117265.268999858, -189029.03306525)
"100","Site-130","Over","Next",-118.716141766143,36.3073080431661,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115136.120755119, -189189.371888586)
"101","Site-134","Over","Next",-118.708843887876,36.3115570359072,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115784.122394822, -188708.355418577)
"102","Site-137","Over","Next",-118.703469348346,36.3038018665768,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116277.837929834, -189563.495809704)
"103","Site-141","Over","Next",-118.694106846188,36.308027149426,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117110.982895167, -189082.479339695)
"104","Site-146","Over","Next",-118.705712462732,36.2932445946551,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116092.694604205, -190739.313847504)
"105","Site-149","Over","Next",-118.703583426217,36.2970691237817,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116277.837929834, -190311.74365194)
"106","Site-153","Over","Next",-118.690347078669,36.3065422943779,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(117450.412325488, -189242.818163031)
"107","Site-154","Over","Next",-118.708811422339,36.3134806672685,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115784.122394822, -188494.570320795)
"108","Site-161","Over","Next",-118.698349901543,36.3013402482093,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116740.696243908, -189830.727181931)
"109","Site-165","Over","Next",-118.699161188488,36.3143362025451,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116648.124581093, -188387.677771904)
"110","Site-166","Over","Next",-118.716574544911,36.3020217912169,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115105.263534181, -189777.280907486)
"111","Site-169","Over","Next",-118.70105301818,36.30425617061,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116493.838476402, -189510.049535259)
"112","Site-173","Over","Next",-118.704985977672,36.3158435447239,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116123.551825143, -188227.338948568)
"113","Site-174","Over","Next",-118.717278702207,36.3010674850864,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115043.549092304, -189884.173456377)
"114","Site-177","Over","Next",-118.705392894057,36.2917980671126,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116123.551825143, -190899.65267084)
"115","Site-181","Over","Next",-118.701626818996,36.310996495421,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116432.124034526, -188761.801693023)
"116","Site-182","Over","Next",-118.718638644254,36.3020443261107,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114920.120208551, -189777.280907486)
"117","Site-189","Over","Next",-118.696826420666,36.3099813453721,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116864.125127661, -188868.694241913)
"118","Site-190","Over","Next",-118.71975920667,36.2967655529322,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114827.548545736, -190365.189926386)
"119","Site-03","Base","None",-118.718491483108,36.3160819856563,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114912.232859945, -188217.29994888)
"120","Site-04","Base","None",-118.70391460057,36.2945802620648,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116251.916996081, -190588.698762715)
"121","Site-08","Base","None",-118.717185910199,36.3156087766765,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115030.007289496, -188268.297772834)
"122","Site-11","Base","None",-118.701980936073,36.3021318365876,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116413.856836713, -189747.234667484)
"123","Site-12","Base","None",-118.717614223354,36.3096469560613,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115000.563682108, -188931.269484228)
"124","Site-14","Base","None",-118.712085445053,36.3162414147573,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115486.383204004, -188191.801036904)
"125","Site-15","Base","None",-118.705493619305,36.2982694008408,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116104.698959143, -190180.716171088)
"126","Site-16","Base","None",-118.715515012072,36.3075586912879,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115191.947130128, -189160.759692019)
"127","Site-19","Base","None",-118.718819800109,36.3160855664576,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114882.789252558, -188217.29994888)
"128","Site-20","Base","None",-118.712589504704,36.3155584980393,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115442.217792922, -188268.297772834)
"129","Site-23","Over","Next",-118.700163833408,36.3028001894318,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116575.796677345, -189670.737931553)
"130","Site-24","Over","Next",-118.717674536668,36.315843591336,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114985.841878414, -188242.798860857)
"131","Site-27","Over","Next",-118.704149575071,36.3000904403718,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116222.473388694, -189976.724875274)
"132","Site-28","Over","Next",-118.7179425127,36.3096505393248,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114971.120074721, -188931.269484228)
"133","Site-30","Over","Next",-118.710428387923,36.3171411594384,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115633.601240942, -188089.805388997)
"134","Site-31","Over","Next",-118.705845142284,36.2968963786462,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116075.255351756, -190333.709642948)
"135","Site-32","Over","Next",-118.716316464984,36.308714857889,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115118.338111659, -189033.265132135)
"136","Site-35","Over","Next",-118.720278036383,36.3172488602703,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114750.293019313, -188089.805388997)
"137","Site-36","Over","Next",-118.713093555356,36.3148755789413,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(115398.052381841, -188344.794508764)
"138","Site-39","Over","Next",-118.700179424289,36.3018824326729,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116575.796677345, -189772.73357946)
"139","Site-40","Over","Next",-118.719690511236,36.3131118137708,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(114809.180234089, -188548.785804578)
"140","Site-43","Over","Next",-118.705935536261,36.3012575417998,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Dillonwood",603.264033592523,"Sequoia and Kings Canyon National Parks","Dillonwood","Difficult",c(116060.533548062, -189849.23031539)
